0 6
Day APCP TMP SPFH UGRD DSWRF
0.0416666666666667 0 9.23000000000002 0.459382556064491 108864 7591104
0.0833333333333333 0 7.39000000000004 0.494261901788647 113184 0
0.125 0 5.55000000000001 0.531342734593591 117504 0
0.166666666666667 0 3.71000000000004 0.570484896840874 121824 0
0.208333333333333 0 3.62 0.587618152480348 65664 0
0.25 0 3.54000000000002 0.604533745578024 10368 0
0.291666666666667 0 3.45000000000005 0.622075314820477 45792 0
0.333333333333333 0 3.03000000000003 0.640294351668714 36288 0
0.375 0 2.61000000000001 0.659157168248768 27648 0
0.416666666666667 0 2.18000000000001 0.679143430539705 19008 0
0.458333333333333 0 1.94 0.693897940238175 9504 0
0.5 0 1.70000000000005 0.709028630074232 0 0
0.541666666666667 0 1.46000000000004 0.724546571658031 8640 0
0.583333333333333 0 1.14000000000004 0.716963450418672 54432 0
0.625 0 0.810000000000002 0.709223881341371 99360 0
0.666666666666667 0 0.490000000000009 0.70013880931636 144288 0
0.708333333333333 0 2.26000000000005 0.65986783330321 196128 5160499.2
0.75 0 4.03000000000003 0.620406402532034 247968 16679606.4
0.791666666666667 0 5.80000000000001 0.582111945750408 299808 27891216
0.833333333333333 0 6.44 0.577214547468284 339552 34349184
0.875 0 7.08000000000004 0.571814280063942 380160 38379657.6
0.916666666666667 0 7.71000000000004 0.566298185805148 420768 36113817.6
0.958333333333333 0 7.02000000000004 0.59465444744859 422496 30639513.6
1 0 6.32000000000005 0.625052674783352 425088 21984998.4
1.04166666666667 0 5.63 0.656673124665302 427680 7119360
1.08333333333333 0 4.51000000000005 0.68185776172749 382752 0
1.125 0.0017568 3.39000000000004 0.707411553770488 338688 0
1.16666666666667 0 2.26000000000005 0.733642969397554 293760 0
1.20833333333333 0 1.87 0.731332021774677 249696 0
1.25 0 1.47000000000003 0.728825582902472 204768 0
1.29166666666667 0 1.07000000000005 0.725652944348274 160704 0
1.33333333333333 0 0.53000000000003 0.722554759282778 132192 0
1.375 0 -0.0199999999999818 0.718803590903613 102816 0
1.41666666666667 0 -0.569999999999993 0.71374703896526 74304 0
1.45833333333333 0 -0.819999999999993 0.701302761519444 98496 0
1.5 0 -1.07999999999998 0.688672260757602 123552 0
1.54166666666667 0 -1.32999999999998 0.674778802910294 147744 0
1.58333333333333 0 -1.60999999999996 0.668353690786396 146880 0
1.625 0 -1.88 0.661004805980036 146016 0
1.66666666666667 0 -2.15999999999997 0.653560625393091 145152 0
1.70833333333333 0 -0.25 0.597406484907593 157248 5056819.2
1.75 0 1.66000000000003 0.54599142182634 170208 16405286.4
1.79166666666667 0 3.57000000000005 0.499148051003214 182304 23986195.2
1.83333333333333 0.0099456 4.54000000000002 0.49785144862001 264384 29558131.2
1.875 0 5.5 0.495132581366397 346464 33049036.8
1.91666666666667 0 6.46000000000004 0.490928028074935 428544 22469529.6
1.95833333333333 0 5.90000000000003 0.538819874774883 399168 19088179.2
2 0 5.34000000000003 0.589868584379397 369792 13730688
2.04166666666667 0 4.77000000000004 0.644720971673041 339552 4812825.6
2.08333333333333 0 4.06 0.681198897069237 309312 0
2.125 0 3.35000000000002 0.719886686701562 278208 0
2.16666666666667 0 2.63 0.761547775130467 247104 0
2.20833333333333 0 2.24000000000001 0.780821957123505 216864 0
2.25 0 1.85000000000002 0.800642515379104 187488 0
2.29166666666667 0 1.46000000000004 0.821031984397315 158112 0
2.33333333333333 0 1.21000000000004 0.820723130997542 124416 0
2.375 0 0.950000000000045 0.8206762540126 91584 0
2.41666666666667 0 0.700000000000045 0.81971697536705 58752 0
2.45833333333333 0 0.57000000000005 0.813416965996918 42336 0
2.5 0 0.439999999999998 0.806886374698926 25056 0
2.54166666666667 0 0.32000000000005 0.799656273668235 8640 0
2.58333333333333 0 0.129999999999995 0.802206980735651 28512 0
2.625 0 -0.0600000000000023 0.804592442917301 48384 0
2.66666666666667 0 -0.25 0.80690278172289 67392 0
2.70833333333333 0 1.86000000000001 0.724316140124034 54432 4971110.4
2.75 0 3.97000000000003 0.650612771334777 40608 16173734.4
2.79166666666667 0.002928 6.09000000000003 0.584521021363002 27648 28554854.4
2.83333333333333 0.002928 7.44 0.542175357594429 64800 35209814.4
2.875 0 8.79000000000002 0.503198844031704 101952 39393129.6
2.91666666666667 8.64e-05 10.14 0.46741140697112 139104 36904550.4
2.95833333333333 7.68e-05 9.86000000000001 0.488079985688239 139104 31391539.2
3 0 9.58000000000004 0.509431346636001 139104 22639564.8
3.04166666666667 0 9.31 0.531029362529515 139104 9080640
3.08333333333333 0 8.10000000000002 0.574800318166704 135648 0
3.125 0 6.89000000000004 0.622668310800328 132192 0
3.16666666666667 0 5.69 0.674656422060166 128736 0
3.20833333333333 0 5.62 0.692187643482472 114048 0
3.25 0 5.55000000000001 0.709890280402438 98496 0
3.29166666666667 0 5.47000000000003 0.728228482510956 82944 0
3.33333333333333 0 5.52000000000004 0.734682441717047 99360 0
3.375 0 5.58000000000004 0.740589047281394 115776 0
3.41666666666667 0 5.63 0.746966264095073 132192 0
3.45833333333333 0 5.51000000000005 0.761795145368518 130464 0
3.5 0 5.38 0.777361684558563 127872 0
3.54166666666667 0 5.26000000000005 0.792649537826549 126144 0
3.58333333333333 0 4.73000000000002 0.822858443469795 114048 0
3.625 0 4.20000000000005 0.854347291784299 101952 0
3.66666666666667 0 3.67000000000002 0.887261098778234 89856 0
3.70833333333333 0.054864 4.18000000000001 0.887729131719146 108000 1462579.2
3.75 0.0309936 4.69 0.887267081071331 126144 4764787.2
3.79166666666667 0 5.20000000000005 0.885906314266564 144288 8496316.8
3.83333333333333 0 5.59000000000003 0.884033722876465 137376 10481011.2
3.875 0 5.97000000000003 0.882363348469426 130464 11733379.2
3.91666666666667 0 6.35000000000002 0.880272474980391 123552 20376576
3.95833333333333 0 6.52000000000004 0.866815518468857 128736 17356032
4 0 6.69 0.853537377969042 133056 12549427.2
4.04166666666667 0 6.86000000000001 0.840507828206241 138240 7855833.6
4.08333333333333 0 5.16000000000003 0.866566861537801 105408 0
4.125 0 3.46000000000004 0.88775127858468 72576 0
4.16666666666667 0 1.76000000000005 0.902188990444226 39744 0
4.20833333333333 0 1.46000000000004 0.889405640621789 34560 0
4.25 0 1.16000000000003 0.875780351077354 29376 0
4.29166666666667 0 0.860000000000014 0.86118405196727 23328 0
4.33333333333333 0 0.629999999999995 0.835000819325348 3456 0
4.375 0 0.400000000000034 0.807755508105731 15552 0
4.41666666666667 0 0.180000000000007 0.778864075039723 35424 0
4.45833333333333 0 0.25 0.740999664872744 31104 0
4.5 0 0.32000000000005 0.703349500209288 25920 0
4.54166666666667 0 0.390000000000043 0.666133447052953 20736 0
4.58333333333333 0 0.410000000000025 0.621664657432165 27648 0
4.625 0 0.430000000000007 0.577262953388613 34560 0
4.66666666666667 0 0.450000000000045 0.532989297186191 41472 0
4.70833333333333 0 2.26000000000005 0.477490462332159 62208 5248972.8
4.75 0 4.08000000000004 0.428074398405938 82944 17120419.2
4.79166666666667 0 5.90000000000003 0.384343122611809 104544 29971555.2
4.83333333333333 0 6.86000000000001 0.35357655242803 88128 36992937.6
4.875 0 7.83000000000004 0.325107141255787 72576 41438649.6
4.91666666666667 0 8.80000000000001 0.299006885724766 56160 39938918.4
