9496	6	19890101	20141231		
Time_Day	Prcp	Temp	RH	Wind	Radiation
0	0	-12.1	0.34	0.5	152.24
1	0	-13.5	0.3	0.8	152.48
2	0	-10.5	0.34	0.8	152.53
3	0	-16.6	0.41	0.8	152.34
4	0	-17.3	0.32	1	153.53
5	0	-14.3	0.25	0.5	156.65
6	0	-15.5	0.31	0.5	156.53
7	0	-12.5	0.35	1.8	153.17
8	3.4	-12.1	0.55	0.8	154.79
9	0.6	-22.5	0.6	1.3	153.75
10	0.1	-27.7	0.58	0.5	157.27
11	0	-32.9	0.54	0	160.1
12	0	-35	0.53	0.3	160.29
13	0	-34	0.51	0	162.45
14	0	-30.4	0.51	0.3	162.64
15	0	-27.7	0.54	0.8	161.96
16	0	-30.8	0.52	0	165.81
17	0	-30.1	0.54	0.5	165.29
18	0	-31.7	0.52	0	168.3
19	0	-30.9	0.51	0	169.69
20	0	-26	0.52	0.5	169.33
21	0	-25.8	0.48	0	172.67
22	0	-25	0.45	0	174.37
23	0	-22.4	0.39	2.3	169.21
24	0	-17.5	0.36	4	165.92
25	0	-22.5	0.44	1.8	173
26	0	-23.5	0.48	0	179.96
27	0	-20	0.45	0	181.81
28	0	-13.6	0.36	1	181.2
29	0	-17	0.38	0.8	183.15
30	0	-18	0.3	0.3	187.56
31	0	-19.9	0.4	0	188.8
32	0	-17.4	0.48	0	189.55
33	0	-13.9	0.35	0.5	191.11
34	0	-14.2	0.35	0.5	192.79
35	0	-10.9	0.37	1.8	189.73
36	0.9	-13.2	0.58	0.5	193.49
37	0	-15.5	0.46	0.5	196.47
38	0	-15.7	0.47	0.5	198.08
39	0	-15.8	0.43	4.3	186.93
40	0	-15.3	0.38	2.8	194.51
41	0	-16	0.29	1.3	203.13
42	0	-15	0.32	0.5	207.17
43	0	-14.8	0.3	1.3	206.44
44	0	-12.7	0.21	2.8	205.09
45	0	-12.8	0.3	0.5	212.84
46	0	-12.5	0.33	0.8	213.01
47	0	-12.8	0.39	2.3	208.13
48	0	-15	0.38	3.5	205.58
49	0	-16	0.34	2	213.6
50	0	-16.1	0.32	3.3	210.89
51	0	-15	0.27	1.3	221.16
52	0	-14.8	0.31	1.8	220.17
53	0	-15	0.28	4.3	213.3
54	0	-10	0.22	0.8	229.53
55	0	-7.7	0.19	1.3	230.32
56	0	-6.5	0.22	3.8	221.93
57	0	-7.9	0.31	1.8	228.87
58	0	-8	0.41	0.8	232.82
59	0	-8	0.38	2	230.12
60	0	-10.3	0.37	0.8	236.95
61	1.1	-10.9	0.57	2	230.6
62	0.6	-12.6	0.53	3	228.59
63	0	-13.1	0.47	1.8	236.27
64	0.1	-15.5	0.49	2.5	234.65
65	0.6	-17.1	0.49	2.5	236.32
66	0	-15.8	0.3	4.3	234.43
67	0	-14.8	0.23	1.5	249.37
68	0	-11.1	0.32	2.8	243.38
69	0	-12	0.38	1	251.59
70	0	-9.8	0.26	5.5	237.63
71	0	-11.3	0.37	3.5	244.42
72	0	-12	0.27	2.5	252.87
73	0	-10.5	0.24	1.3	260.57
74	0.7	-7.9	0.35	0.5	263.29
75	0	-7.9	0.42	2.3	255.6
76	0.5	-8.6	0.5	3	252.71
77	0	-10.2	0.42	0	269.76
78	0	-3.9	0.28	4.3	255.37
79	0	-4.1	0.31	0.5	273.13
80	0	-4.9	0.39	2.5	263.96
81	0	-5.6	0.4	0.8	273.48
82	0	-3.9	0.44	4	259.39
83	0	-6.9	0.33	2	272.74
84	0	-6	0.32	3.8	266.4
85	0	-6.3	0.32	2.3	274.93
86	0	-4.9	0.24	4.8	267.79
87	0	-4.9	0.24	6.3	263.09
88	0	-5.7	0.15	1.3	290.07
89	0	-0.9	0.18	2.3	285.96
90	0	-2.9	0.27	2.5	283.33
91	0.5	-1.5	0.53	1.8	282.56
92	0	-4.2	0.7	1	285.87
93	2.7	-1.5	0.79	1.8	281.94
94	3.7	-3.7	0.84	2	281.7
95	3.6	-5.5	0.82	0.3	292.7
96	0	-5	0.63	1.8	288.16
97	0	-3.5	0.45	1.5	294.04
98	0	-1.7	0.49	1	297.27
99	0	0.1	0.52	3.8	283.47
100	4.3	-2.3	0.82	4.8	275.12
101	2.4	-5.8	0.64	0.5	301.64
102	0.1	-3.7	0.62	1.3	298.74
103	1.6	-6.4	0.58	4.8	282.21
104	0	-5.4	0.47	2.8	295.63
105	0	-2.1	0.47	5.3	284.25
106	0	0.8	0.42	4.3	291.41
107	0	0.5	0.54	3.3	295.14
108	0	1.6	0.61	2.5	299.39
109	3.2	-2.2	0.56	3.8	294.41
110	0	-3.5	0.47	3	301.53
111	1	-3.5	0.55	1.8	307.7
112	0	-2	0.4	2.8	306.43
113	0	-1.9	0.48	2.5	307.42
114	0	0.7	0.4	2.8	308.69
115	0.6	0.7	0.58	1.3	314.59
116	0.3	0.3	0.54	1.5	315.25
117	2.3	-1.7	0.82	2.5	306.49
118	0.3	-0.7	0.64	2.3	311.25
119	0	2.2	0.49	1	322.32
120	0	5.1	0.22	3.5	317.49
121	0	5.5	0.32	1.3	326.62
122	0	6.8	0.31	2.8	319.92
123	0	7.9	0.37	2.3	321.96
124	0	6.3	0.46	4.5	308.82
125	0	4.2	0.51	3	316.88
126	0	4.8	0.4	3.5	317.62
127	0	2.9	0.31	2.3	327.7
128	0	4.5	0.31	2.8	325.94
129	0	3.5	0.39	3.3	321.82
130	0	3.8	0.46	5.8	307.67
131	0	1.3	0.36	2	331.69
132	0	3.4	0.29	2.8	330.26
133	0.1	1.2	0.53	3.3	322.06
134	0.3	1.7	0.58	3.8	319.05
135	0	2	0.5	2	331.87
136	0	3.9	0.47	2.5	330.37
137	0.3	2.5	0.63	0.8	338.42
138	0	4.2	0.52	1.5	336.79
139	3.3	2.6	0.64	1.8	333.61
140	6.7	1.4	0.77	1.8	332.39
141	0.4	2.1	0.65	1.8	334.83
142	0	5.2	0.5	1.8	338.18
143	0	7.4	0.36	6.5	316.48
144	0	9.8	0.32	3.5	334.24
145	0	8.8	0.29	4	333.13
146	0	6.7	0.47	2.5	337.05
147	0	7.3	0.38	3.5	334.06
148	0.4	8.2	0.43	1.5	344.98
149	3	4.8	0.76	4	324.31
150	0.5	7.2	0.55	2.5	337.39
151	0	7.5	0.5	3.5	332.93
152	0	8.8	0.47	4.8	326.67
153	0	8.3	0.46	5.5	323.52
154	0.4	6.8	0.59	1.8	342.6
155	1.4	6.7	0.67	3.5	331.13
156	0.6	3.8	0.75	2.8	334.44
157	7.5	3.2	0.68	1.5	344.01
158	6.9	3.5	0.76	1	346.36
159	4.2	4.3	0.64	2.3	340.16
160	1.4	7.5	0.65	1.8	343.37
161	0	10	0.59	2.5	340.27
162	13.1	5	0.9	2.3	337.03
163	2.4	4.6	0.7	2.8	336.87
164	0	7.5	0.61	1.5	346.67
165	2.2	7.6	0.69	2	342.32
166	3.1	6.6	0.86	0.5	349.87
167	3.9	7.8	0.8	1.8	342.18
168	11.2	7.9	0.85	1.8	341.58
169	7.9	8.2	0.81	1.8	342.14
170	3.6	11	0.74	1	348.3
171	2.8	11.8	0.73	1.8	343.27
172	10.8	10	0.83	2.3	338.62
173	0.4	9.4	0.71	2	342.2
174	3.3	7.8	0.7	4	329.96
175	0	8.7	0.58	1.8	345.44
176	0	7.4	0.61	2.8	338.57
177	0	6.8	0.65	1.8	343.96
178	0	7.7	0.59	3	337.41
179	0	7.8	0.6	1.3	347.59
180	0	9.5	0.54	2	344.1
181	5.5	8.6	0.67	3.3	333.51
182	8.2	8.6	0.8	2.3	337.46
183	7.5	8.7	0.84	0.5	348.34
184	6.9	10	0.83	1	344.88
185	4.4	10.5	0.78	1.8	340.02
186	2.5	11.2	0.74	2.8	333.95
187	0	10.7	0.65	2.3	338.12
188	0	10.8	0.67	1.3	343.68
189	1.1	9.7	0.66	0.8	346.57
190	18.3	4	0.87	2.3	333.67
191	0	5.9	0.71	3.5	328.11
192	1.6	5.2	0.77	0.8	343.62
193	0	8.1	0.62	2.3	335.91
194	0	9.4	0.61	0.8	344.84
195	0.3	11.3	0.7	3	329.24
196	5	10.2	0.75	2.8	329.11
197	2	11.8	0.69	1.8	335.6
198	0	12.9	0.6	2.8	330.36
199	0.1	13.9	0.66	1.3	337.88
200	4.9	10.7	0.86	2.3	328.19
201	0.4	12.5	0.81	1	336.34
202	12	12.1	0.89	0.3	339.16
203	2.9	14	0.78	1.3	333.35
204	3.3	15.3	0.76	0.8	335.98
205	0	15.2	0.69	1.8	329.95
206	0.3	11.1	0.65	2.8	323.75
207	0	8.4	0.47	2.3	329.26
208	0	10	0.5	0.8	336.6
209	0	11.8	0.45	1.8	330.86
210	0	12.8	0.38	2.3	328.76
211	0	14.5	0.4	2.8	324.53
212	0.9	14.1	0.55	0.8	332.03
213	0	15.5	0.62	5	305.93
214	6.8	11.3	0.74	3	314.12
215	18.3	7.8	0.87	1.3	321.68
216	0.6	11.2	0.67	1.8	320.25
217	0	12.5	0.55	2.3	318.29
218	0	15	0.51	3.5	311.31
219	22.4	8.8	0.85	2.3	311.78
220	0	8.5	0.73	2.8	309.4
221	0	11	0.57	1	321.2
222	1.5	10.3	0.6	1.3	317.89
223	0	10.2	0.57	2.3	311.56
224	0	12.7	0.54	3	307.11
225	2	9.4	0.69	4.5	295.39
226	0	10.3	0.59	1.5	312.44
227	0	10.7	0.57	3.5	300.56
228	2.3	9.4	0.73	1.3	309.34
229	0	7.5	0.61	3.8	296.08
230	0	7.2	0.46	1.8	308.55
231	0	8.8	0.51	1	310.87
232	0	10.9	0.38	2.8	302.75
233	0.2	10.5	0.46	4.5	291.06
234	0	9.3	0.58	2	300.78
235	0	8.3	0.63	2.5	296.13
236	2	8.4	0.64	2.3	295.94
237	7.6	9.3	0.64	1.8	297.53
238	0	8.7	0.59	1.5	298.72
239	0	10.7	0.52	3.5	288.13
240	7.9	8.3	0.76	2.8	286.91
241	0.2	10.7	0.76	2.5	287.33
242	0.1	11.7	0.68	2.5	287.17
243	12.3	11	0.82	2.3	285.22
244	8.1	10.1	0.85	1.5	288
245	4.7	7.2	0.74	3.3	278.35
246	0	5.5	0.68	1	290.06
247	0	7.7	0.61	2.8	280.15
248	0.4	8.3	0.73	1.8	282.38
249	11.8	8.1	0.77	4	269.16
250	4.3	5.6	0.77	2.3	276.43
251	5.8	5.2	0.71	2.5	274.7
252	0	4.4	0.66	2.8	272.39
253	0	3.7	0.64	0.5	283.05
254	0	5.3	0.53	1.8	276.39
255	0	4.1	0.53	1.5	276.35
256	0	5.1	0.56	2.8	267.86
257	0	4.2	0.6	1	274.7
258	0	3.3	0.58	1	273.35
