87667	6	20000101	20100101
Time_Day	APCP	TMP	SPFH	UGRD	DSWRF
672.375	0	9.21	0.7124	2.44	0
672.416666666667	0	8.85	0.72	2.52	0
672.458333333333	0	8.49	0.7277	2.6	0
672.5	0	8.14	0.7348	2.68	0
672.541666666667	0	7.92	0.7352	1.93	0
672.583333333333	0	7.71	0.7348	1.18	0
672.625	0	7.5	0.7344	0.43	45.264
672.666666666667	0	10.41	0.6167	0.57	207.483
672.708333333333	0	13.32	0.52	0.71	345.567
672.75	0	16.23	0.4401	0.85	472.302
672.791666666667	0	17.64	0.3885	0.43	550.435
672.833333333333	0	19.04	0.343	0.02	557.937
672.875	0	20.45	0.3025	0.39	544.256
672.916666666667	0	20.29	0.3085	0.71	447.632
672.958333333333	0	20.13	0.3145	1.02	331.008
673	0	19.98	0.3205	1.34	119.1
673.041666666667	0	17.88	0.3649	1.39	6.698
673.083333333333	0	15.79	0.416	1.43	0
673.125	0	13.69	0.4756	1.48	0
673.166666666667	0	13.23	0.4908	0.69	0
673.208333333333	0	12.76	0.5068	0.09	0
673.25	0	12.3	0.5231	0.87	0
673.291666666667	0	11.64	0.5423	0.77	0
673.333333333333	0	10.99	0.5619	0.66	0
673.375	0	10.33	0.5827	0.56	0
673.416666666667	0	10.05	0.5877	0.54	0
673.458333333333	0	9.76	0.593	0.51	0
673.5	0	9.48	0.598	0.48	0
673.541666666667	0	9.26	0.5908	0.34	0
673.583333333333	0	9.05	0.5829	0.19	0
673.625	0	8.84	0.5747	0.05	41.648
673.666666666667	0	12.03	0.4771	0.27	202.793
673.708333333333	0	15.21	0.3981	0.6	339.956
673.75	0	18.4	0.3335	0.93	467.106
673.791666666667	0	19.73	0.302	1.42	544.893
673.833333333333	0	21.07	0.2735	1.92	552.47
673.875	0	22.4	0.2479	2.42	538.672
673.916666666667	0	21.97	0.2607	2.68	442.576
673.958333333333	0	21.53	0.2741	2.94	326.44
674	0	21.1	0.2879	3.2	114.748
674.041666666667	0	18.94	0.331	2.78	4.5
674.083333333333	0	16.79	0.3811	2.36	0
674.125	0	14.64	0.4397	1.93	0
674.166666666667	0	14.18	0.4597	1.8	0
674.208333333333	0	13.73	0.4803	1.67	0
674.25	0	13.27	0.502	1.55	0
674.291666666667	0	12.91	0.5165	1.89	0
674.333333333333	0	12.56	0.5311	2.24	0
674.375	0	12.2	0.5465	2.59	0
674.416666666667	0	12.03	0.5533	2.46	0
674.458333333333	0	11.86	0.5602	2.32	0
674.5	0	11.69	0.5672	2.19	0
674.541666666667	0	10.93	0.5592	1.72	0
674.583333333333	0	10.17	0.5489	1.26	0
674.625	0	9.41	0.5363	0.8	38.368
674.666666666667	0	12.04	0.4588	1.47	199.664
674.708333333333	0	14.68	0.3935	2.14	336.989
674.75	0	17.31	0.3388	2.81	454.617
674.791666666667	0	18.46	0.3157	2.74	530.856
674.833333333333	0	19.61	0.2943	2.67	538.393
674.875	0	20.75	0.2748	2.61	534.08
674.916666666667	0	20.25	0.2877	2.65	438.352
674.958333333333	0	19.75	0.3012	2.68	322.52
675	0	19.25	0.3152	2.72	113.908
675.041666666667	0	17	0.3627	2.28	2.506
675.083333333333	0	14.75	0.4184	1.84	0
675.125	0	12.5	0.4838	1.4	0
675.166666666667	0	12.19	0.4916	1.4	0
675.208333333333	0	11.87	0.4999	1.4	0
675.25	0	11.56	0.508	1.4	0
675.291666666667	0	11.27	0.5146	1.75	0
675.333333333333	0	10.98	0.5212	2.1	0
675.375	0	10.7	0.5275	2.45	0
675.416666666667	0	10.31	0.5405	2.82	0
675.458333333333	0	9.92	0.554	3.19	0
675.5	0	9.53	0.5677	3.56	0
675.541666666667	0	9.03	0.5711	3.36	0
675.583333333333	0	8.53	0.5741	3.15	0
675.625	0	8.03	0.5768	2.95	35.184
675.666666666667	0	9.76	0.5155	3.35	197.15
675.708333333333	0	11.49	0.4615	3.74	335.045
675.75	0	13.22	0.4137	4.14	443.213
675.791666666667	0	14	0.3873	4.63	518.066
675.833333333333	0	14.78	0.3625	5.11	525.573
675.875	0	15.56	0.3394	5.59	536.88
675.916666666667	0	14.92	0.3538	5.3	440.224
675.958333333333	0	14.28	0.3689	5.01	323.096
676	0	13.64	0.3848	4.72	114.364
676.041666666667	0	12.11	0.4224	4.26	0.527
676.083333333333	0	10.59	0.4638	3.8	0
676.125	0	9.07	0.51	3.34	0
676.166666666667	0	8.5	0.5328	3.05	0
676.208333333333	0	7.94	0.5564	2.75	0
676.25	0	7.37	0.5816	2.46	0
676.291666666667	0	6.79	0.5969	1.75	0
676.333333333333	0	6.2	0.6129	1.04	0
676.375	0	5.62	0.629	0.33	0
676.416666666667	0	5.44	0.6159	0.45	0
676.458333333333	0	5.26	0.6024	0.57	0
676.5	0	5.07	0.5889	0.69	0
676.541666666667	0	4.8	0.576	0.62	0
676.583333333333	0	4.52	0.5629	0.54	0
676.625	0	4.24	0.549	0.46	32.816
676.666666666667	0	6.84	0.4405	0.44	199.825
676.708333333333	0	9.45	0.3538	0.42	342.026
676.75	0	12.05	0.2847	0.4	472.735
676.791666666667	0	13.43	0.2597	0.11	553.146
676.833333333333	0	14.81	0.2371	0.19	561.352
676.875	0	16.18	0.2169	0.49	547.36
676.916666666667	0	15.97	0.2258	0.15	448.4
676.958333333333	0	15.76	0.2349	0.79	328.28
677	0	15.55	0.2442	1.43	117.484
677.041666666667	0	13.28	0.267	0.47	0
677.083333333333	0	11.01	0.2917	0.48	0
677.125	0	8.74	0.3183	1.43	0
677.166666666667	0	8.37	0.3222	1.63	0
677.208333333333	0	7.99	0.3263	1.83	0
677.25	0	7.62	0.3303	2.03	0
677.291666666667	0	7.41	0.3341	2.29	0
677.333333333333	0	7.19	0.3382	2.56	0
677.375	0	6.97	0.3424	2.82	0
677.416666666667	0	6.87	0.345	2.74	0
677.458333333333	0	6.76	0.3479	2.67	0
677.5	0	6.66	0.3507	2.59	0
677.541666666667	0	6.27	0.3562	2.7	0
677.583333333333	0	5.89	0.3616	2.81	0
677.625	0	5.51	0.367	2.92	29.2
677.666666666667	0	8.8	0.307	2.45	195.21
677.708333333333	0	12.08	0.2579	1.97	336.596
677.75	0	15.37	0.2174	1.5	462.183
677.791666666667	0	17.2	0.1927	2.1	541.361
677.833333333333	0	19.03	0.1711	2.71	549.592
677.875	0	20.86	0.1521	3.31	532.08
677.916666666667	0	20.59	0.1685	2.51	435.472
677.958333333333	0	20.32	0.1853	1.71	318.048
678	0	20.05	0.2027	0.91	115.088
678.041666666667	0	17.45	0.2379	0.02	0
678.083333333333	0	14.86	0.2799	0.88	0
678.125	0	12.27	0.3303	1.77	0
678.166666666667	0	11.72	0.3465	0.88	0
678.208333333333	0	11.18	0.3632	0.01	0
678.25	0	10.63	0.381	0.89	0
678.291666666667	0	10.35	0.388	1.1	0
678.333333333333	0	10.07	0.3952	1.31	0
678.375	0	9.79	0.4025	1.51	0
678.416666666667	0	9.56	0.4101	1.67	0
678.458333333333	0	9.33	0.4179	1.84	0
678.5	0	9.1	0.4258	2	0
678.541666666667	0	8.92	0.429	1.39	0
678.583333333333	0	8.75	0.4318	0.77	0
678.625	0	8.57	0.435	0.15	24.912
678.666666666667	0	11.4	0.3731	0.51	185.437
678.708333333333	0	14.22	0.3213	0.86	322.154
678.75	0	17.05	0.2773	1.22	438.663
678.791666666667	0	18.43	0.2553	0.74	514.402
678.833333333333	0	19.81	0.2353	0.26	522.416
678.875	0	21.2	0.2169	0.23	506.176
678.916666666667	0	20.9	0.2275	0.39	413.904
678.958333333333	0	20.6	0.2384	0.56	301.584
679	0	20.31	0.2496	0.73	115.496
679.041666666667	0	18.11	0.2759	1.09	0
679.083333333333	0	15.92	0.3052	1.45	0
679.125	0	13.73	0.3379	1.81	0
679.166666666667	0	13.08	0.3573	1.45	0
679.208333333333	0	12.44	0.3775	1.09	0
679.25	0	11.79	0.3992	0.73	0
679.291666666667	0	11.51	0.4057	0.25	0
679.333333333333	0	11.22	0.4125	0.24	0
679.375	0	10.94	0.4192	0.73	0
679.416666666667	0	10.58	0.4295	0.87	0
679.458333333333	0	10.22	0.44	1	0
679.5	0	9.86	0.4509	1.14	0
679.541666666667	0	9.01	0.497	0.66	0
679.583333333333	0	8.15	0.5474	0.19	0
679.625	6.4992	7.29	0.6023	0.29	17.568
679.666666666667	0	9.6	0.5267	0.67	148.112
679.708333333333	0	11.91	0.4616	1.62	259.313
679.75	0	14.22	0.4055	2.58	270.392
679.791666666667	0	14.31	0.4161	3.35	317.424
679.833333333333	0	14.39	0.4267	4.13	322.503
679.875	0	14.48	0.4369	4.9	251.536
679.916666666667	0	13.84	0.479	4.49	205.504
679.958333333333	0	13.21	0.5236	4.08	149.392
680	0	12.57	0.5715	3.67	52.6
680.041666666667	4.632	10.93	0.674	4.42	0
680.083333333333	17.736	9.29	0.7933	5.18	0
680.125	8.292	7.64	0.9328	5.93	0
680.166666666667	47.9256	7.78	0.9374	5.73	0
680.208333333333	84.744	7.91	0.9426	5.52	0
680.25	114.7584	8.04	0.9477	5.32	0
680.291666666667	150.7104	8.37	0.9529	4.85	0
680.333333333333	90.1392	8.7	0.9574	4.38	0
680.375	24.5328	9.03	0.9614	3.91	0
680.416666666667	24.8352	9.12	0.9604	3.67	0
680.458333333333	7.1568	9.2	0.96	3.43	0
680.5	12.0912	9.29	0.959	3.19	0
680.541666666667	0	8.57	0.9378	3.58	0
680.583333333333	0.2304	7.85	0.9125	3.97	0
680.625	7.104	7.14	0.8819	4.36	6.8
680.666666666667	12.5448	7.43	0.8773	4.83	66.522
680.708333333333	0	7.73	0.872	5.29	117.409
680.75	0	8.02	0.8672	5.76	151.318
680.791666666667	0	7.88	0.8632	5.96	177.848
680.833333333333	9.84	7.74	0.8592	6.16	180.78
680.875	11.7216	7.61	0.8544	6.35	191.136
680.916666666667	21.7152	7.71	0.8675	5.82	156.032
680.958333333333	19.248	7.82	0.8798	5.28	113.16
681	9.8496	7.92	0.8925	4.75	38.968
681.041666666667	19.5744	7.71	0.9001	4.85	0
681.083333333333	9.0456	7.51	0.9072	4.95	0
681.125	17.5464	7.3	0.915	5.05	0
681.166666666667	30.7752	7.74	0.9114	5.02	0
681.208333333333	20.8848	8.18	0.9074	5	0
681.25	51.0696	8.63	0.9024	4.97	0
681.291666666667	13.3392	8.48	0.9081	5.19	0
681.333333333333	4.0224	8.34	0.9133	5.42	0
681.375	7.8288	8.2	0.9184	5.64	0
681.416666666667	16.32	8.49	0.9193	4.88	0
681.458333333333	47.328	8.79	0.9193	4.12	0
681.5	54.0288	9.08	0.9195	3.35	0
681.541666666667	99.1104	8.2	0.9284	3.22	0
681.583333333333	174.312	7.32	0.9354	3.09	0
681.625	48.288	6.43	0.941	2.96	5.072
681.666666666667	32.2656	7.34	0.9364	2.14	59.325
681.708333333333	79.7952	8.26	0.9287	1.32	105.561
681.75	103.6512	9.17	0.9196	0.5	182.889
681.791666666667	80.6784	9.32	0.8942	0.57	215.197
681.833333333333	88.2144	9.47	0.8693	0.65	218.825
681.875	28.3008	9.62	0.8447	0.72	236.432
681.916666666667	5.568	9.44	0.8599	0.51	192.848
681.958333333333	24.7104	9.26	0.8753	0.3	139.56
682	9.696	9.08	0.891	0.09	46.99
682.041666666667	0	8.11	0.9114	0.62	0
682.083333333333	5.136	7.13	0.9317	1.34	0
682.125	3.7056	6.16	0.9503	2.05	0
682.166666666667	2.8656	6.16	0.9475	2.19	0
682.208333333333	7.0848	6.15	0.9454	2.34	0
682.25	12.3984	6.15	0.9425	2.48	0
682.291666666667	7.776	6.07	0.9461	1.98	0
682.333333333333	10.3152	6	0.949	1.48	0
682.375	6.2112	5.93	0.9519	0.98	0
682.416666666667	7.9128	5.85	0.9543	0.46	0
682.458333333333	0	5.77	0.9567	0.05	0
682.5	0	5.69	0.9591	0.57	0
682.541666666667	0	5.24	0.9605	0.89	0
682.583333333333	0	4.79	0.9612	1.21	0
682.625	0	4.34	0.961	1.53	6.208
682.666666666667	1.6896	5.64	0.9244	1.64	91.355
682.708333333333	0.8448	6.93	0.8885	1.76	163.936
682.75	10.5792	8.23	0.8524	1.87	176.317
682.791666666667	6.2688	8.36	0.8694	2.08	207.734
682.833333333333	6.7776	8.49	0.8861	2.29	211.328
682.875	7.5456	8.62	0.9023	2.5	146.88
682.916666666667	7.632	8.68	0.9081	1.84	119.712
682.958333333333	2.1216	8.74	0.9139	1.17	86.448
683	4.1376	8.8	0.9196	0.51	36.768
683.041666666667	0.3648	8.47	0.9331	0.58	0
683.083333333333	0	8.15	0.9461	0.65	0
683.125	2.0544	7.82	0.9601	0.73	0
683.166666666667	0	7.9	0.9616	0.31	0
683.208333333333	0	7.98	0.9631	0.12	0
683.25	0.336	8.06	0.9647	0.54	0
683.291666666667	0	8.13	0.9654	0.39	0
683.333333333333	1.6992	8.21	0.9655	0.24	0
683.375	1.0944	8.28	0.9662	0.09	0
683.416666666667	3.36	8.4	0.9652	0.5	0
683.458333333333	0.0576	8.53	0.9635	0.91	0
683.5	0.9504	8.65	0.9624	1.32	0
683.541666666667	0.6912	8.44	0.9658	0.64	0
683.583333333333	0.1728	8.24	0.9684	0.04	0
683.625	1.5648	8.04	0.9709	0.72	4.672
683.666666666667	0.144	8.82	0.9421	0.27	93.682
683.708333333333	3.168	9.61	0.9134	0.18	169.593
683.75	10.0416	10.4	0.8855	0.64	274.847
683.791666666667	1.056	11.37	0.8392	0.08	324.203
683.833333333333	0	12.34	0.7956	0.48	329.996
683.875	0	13.32	0.754	1.04	451.168
683.916666666667	1.8048	13.43	0.7542	0.09	367.456
683.958333333333	1.056	13.53	0.755	0.86	264.76
684	0	13.64	0.7551	1.82	87.628
684.041666666667	0	12.11	0.8038	1.66	0
684.083333333333	0	10.57	0.8561	1.49	0
684.125	0	9.03	0.9115	1.33	0
684.166666666667	0	8.77	0.9126	1.04	0
684.208333333333	0	8.51	0.9135	0.74	0
684.25	0	8.24	0.9148	0.45	0
684.291666666667	0	8.11	0.9088	0.32	0
684.333333333333	0	7.97	0.9033	0.19	0
684.375	0	7.84	0.897	0.06	0
684.416666666667	0	7.43	0.9047	0.01	0
684.458333333333	1.056	7.03	0.9116	0.08	0
684.5	0	6.63	0.9183	0.15	0
684.541666666667	0	6.35	0.9247	0.5	0
684.583333333333	0	6.07	0.931	0.84	0
684.625	0	5.8	0.9365	1.18	4.832
684.666666666667	0	7.85	0.8872	1.49	155.72
684.708333333333	0	9.9	0.8368	1.79	284.394
684.75	0	11.95	0.7865	2.09	284.533
684.791666666667	0	12.45	0.7564	1.48	336.051
684.833333333333	0	12.96	0.727	0.87	342.226
684.875	0	13.47	0.6987	0.27	163.472
684.916666666667	0	13.07	0.724	0.47	133.056
684.958333333333	0	12.68	0.7497	0.67	95.672
685	0	12.28	0.7768	0.87	69.64
685.041666666667	0	11.59	0.8087	0.84	0
685.083333333333	0	10.9	0.8421	0.81	0
685.125	0	10.2	0.8777	0.78	0
685.166666666667	0	9.99	0.8856	0.78	0
685.208333333333	0	9.77	0.8942	0.77	0
685.25	0	9.56	0.9022	0.77	0
685.291666666667	0	9.47	0.8991	0.98	0
685.333333333333	0	9.37	0.8967	1.19	0
685.375	0	9.28	0.8936	1.4	0
685.416666666667	0	9.35	0.8898	1.32	0
685.458333333333	0	9.41	0.8866	1.23	0
685.5	0	9.47	0.8833	1.15	0
685.541666666667	0	9.22	0.8788	1.13	0
685.583333333333	0	8.98	0.8734	1.1	0
685.625	1.4496	8.73	0.8682	1.08	1.072
685.666666666667	2.0928	9.56	0.8269	0.98	92.695
685.708333333333	13.1904	10.39	0.7878	0.88	170.845
685.75	14.6688	11.22	0.7508	0.78	149.239
685.791666666667	4.6464	11.03	0.7741	0.62	176.493
685.833333333333	3.4752	10.83	0.7984	0.45	179.826
